cluster3,cluster4,cluster5,Latitude,Longitude
1,0,1,40.7596798,-73.8323482
0,3,0,40.8045868,-73.9478121
2,1,2,40.6527885,-73.919961
0,3,4,40.832754,-73.8449166
0,3,4,40.8444894,-73.8462338
2,1,2,40.6668795,-73.9012647
0,3,4,40.8249455,-73.8205094
2,1,0,40.7047879,-73.9618698
2,2,2,40.6381748,-73.9852525
0,3,4,40.8163604,-73.8516348
2,2,2,40.600108,-73.933222
1,0,1,40.7412355,-73.8457263
2,1,0,40.7007672,-73.9909333
2,1,2,40.6813145,-73.947631
1,1,2,40.6592762,-73.8889963
1,0,1,40.5927285,-73.7981217
0,1,0,40.7675352,-73.9532491
2,2,2,40.5780034,-73.9711579
2,2,3,40.5500169,-74.2194859
0,3,4,40.8149368,-73.9149539
2,1,2,40.694578,-73.9561419
2,1,2,40.6694023,-73.9421971
0,3,4,40.8805075,-73.8859509
1,0,1,40.6944406,-73.8151197
1,0,1,40.7650303,-73.8202521
2,1,0,40.6979208,-73.9727938
1,0,1,40.677663,-73.8031211
2,1,2,40.6869975,-73.9765482
0,3,4,40.8423355,-73.9161838
2,2,2,40.6010221,-74.0043537
2,1,2,40.6775631,-73.9330796
1,0,1,40.697237,-73.8733061
2,2,2,40.5763037,-73.9685308
2,2,2,40.6291045,-74.0346392
1,0,1,40.7328639,-73.7637003
0,3,4,40.8454299,-73.9139752
0,3,4,40.8382017,-73.923706
0,3,4,40.8835756,-73.8628042
2,2,2,40.5873051,-73.9603492
1,0,1,40.6671159,-73.8346499
0,3,0,40.8011399,-73.937687
0,3,0,40.7980373,-73.9600286
2,2,2,40.6397179,-73.9908227
2,1,0,40.7198321,-73.9875432
1,0,1,40.7634971,-73.8073364
2,1,0,40.7052456,-73.9590743
0,1,0,40.7470222,-74.004652
0,3,4,40.8430035,-73.9035766
1,0,1,40.7616511,-73.8271379
0,3,4,40.8223007,-73.872993
2,2,3,40.5610915,-74.1698275
1,0,1,40.732909,-73.8770819
0,3,4,40.8238479,-73.8968586
2,2,2,40.6513333,-74.0145955
2,2,2,40.6286429,-74.0059263
2,1,2,40.6425742,-73.8979496
2,2,2,40.6146576,-73.9234969
2,2,3,40.5765028,-74.1036882
0,3,4,40.8717651,-73.8909882
2,2,2,40.6225848,-73.9627958
0,1,0,40.7246381,-73.9481706
2,1,2,40.6660187,-73.8963168
0,3,4,40.8441805,-73.9029171
0,1,0,40.7460347,-73.9344002
0,0,1,40.7458347,-73.8802844
0,1,0,40.7611802,-73.9579029
0,3,4,40.8741394,-73.8775151
2,1,0,40.7360047,-73.9936167
2,1,0,40.7133723,-73.9348039
2,1,2,40.6802181,-73.9778846
2,2,2,40.6420578,-74.02042
2,2,2,40.603118,-73.9605486
2,1,0,40.6960346,-73.9845292
2,2,3,40.6082248,-74.1293966
2,1,0,40.7077552,-74.0117043
1,0,1,40.6666971,-73.7671284
0,1,0,40.7627496,-73.9969136
2,2,3,40.6140876,-74.0661328
2,1,2,40.678639,-73.9735083
1,0,1,40.68424,-73.8460949
2,1,0,40.7206286,-74.0052093
2,1,0,40.7028102,-73.9253902
0,1,0,40.7514416,-73.9760491
0,3,4,40.8596195,-73.9132844
2,1,0,40.7165417,-73.9969843
2,1,0,40.7181445,-73.9938277
2,1,2,40.643065,-73.9516499
0,1,0,40.7491025,-73.9920058
2,1,0,40.7067007,-74.0160467
2,2,2,40.6259754,-73.9762346
0,3,4,40.835432,-73.9233984
1,0,1,40.6663082,-73.785928
1,3,4,40.8217901,-73.8075325
2,1,2,40.6761397,-73.9071563
0,3,4,40.8158656,-73.8992084
1,0,1,40.7665705,-73.8314427
1,1,2,40.6983198,-73.9001002
0,1,0,40.7491017,-73.9840766
0,1,0,40.764627,-73.9955453
0,3,4,40.8816082,-73.8378268
2,1,2,40.6666035,-73.9565424
0,3,4,40.8560245,-73.8884474
1,0,1,40.7091727,-73.8191439
2,1,2,40.6396243,-73.9547692
2,1,2,40.6510048,-73.9643548
0,1,0,40.7671328,-73.9937184
2,2,2,40.6117626,-73.924714
0,3,4,40.7689155,-73.8887269
0,1,0,40.7396318,-73.9222492
2,1,2,40.6761899,-73.9080899
1,0,1,40.6836648,-73.8257752
1,0,1,40.7377986,-73.8506909
2,1,0,40.7208345,-73.9976551
0,1,0,40.7571447,-73.9935606
0,1,0,40.7084279,-73.905517
0,3,4,40.8075593,-73.9192258
0,1,0,40.7703138,-73.9914004
2,2,2,40.6362427,-74.0123619
1,0,1,40.745805,-73.7758418
1,0,1,40.7037516,-73.7991488
2,2,2,40.6162611,-73.9930807
0,3,0,40.7954056,-73.9418746
2,1,2,40.6887701,-73.999062
2,2,2,40.5757883,-73.9707809
1,0,1,40.7441856,-73.732897
2,1,2,40.6661246,-73.9313824
1,0,1,40.6894744,-73.8441897
0,1,0,40.7611476,-73.9795146
0,1,0,40.7705924,-73.9174785
2,1,0,40.7323478,-73.9849394
0,1,0,40.7583771,-73.9943762
1,0,1,40.7285842,-73.7995466
0,1,0,40.7418634,-73.9075049
0,3,4,40.820266,-73.929753
0,3,4,40.8239016,-73.8765159
1,0,1,40.7055401,-73.7720386
2,2,2,40.6307461,-73.977166
2,1,0,40.7332119,-73.9810567
2,1,0,40.710246,-73.9583896
2,1,2,40.6531902,-73.9662132
0,3,4,40.8191626,-73.8798129
2,1,0,40.7075935,-73.9555418
2,1,2,40.6524639,-73.9228481
2,2,3,40.6251048,-74.1487686
2,1,2,40.630842,-73.9030725
2,1,2,40.6973167,-73.9322699
2,1,2,40.6548405,-73.9596963
0,1,0,40.7664937,-73.9569573
1,0,1,40.6866946,-73.8149753
0,3,4,40.8562453,-73.8955793
2,1,0,40.7387575,-74.0081048
1,0,1,40.7582074,-73.7773986
1,0,1,40.6698783,-73.8474041
0,3,0,40.803897,-73.9520352
2,2,3,40.6339552,-74.0857486
0,1,0,40.7267348,-73.9080455
1,0,1,40.7079562,-73.8371456
0,1,0,40.7656758,-73.9762353
1,0,1,40.6818028,-73.8613625
0,3,4,40.8173878,-73.922758
2,1,2,40.6844232,-73.978388
1,0,1,40.7554843,-73.7417243
2,1,2,40.6936492,-73.9833217
1,0,1,40.7199104,-73.8090389
2,2,2,40.6451774,-73.9923102
0,1,0,40.7606005,-73.9643142
0,3,4,40.8283904,-73.8938452
2,1,2,40.6639033,-73.9399274
2,2,2,40.6457873,-74.0164276
2,2,2,40.6257308,-73.9563925
0,3,4,40.8319466,-73.9198611
0,3,4,40.8747585,-73.8738618
0,3,0,40.8024442,-73.9388307
2,2,2,40.6391374,-74.0201957
1,0,1,40.7283926,-73.8330138
0,3,4,40.8360899,-73.8752289
0,1,0,40.7502939,-73.9948425
2,1,2,40.6675702,-73.9777158
1,0,1,40.6801176,-73.7532369
0,1,0,40.7553919,-73.9350407
2,2,2,40.6046097,-73.9982534
0,1,0,40.7598419,-73.9841751
1,3,4,40.8204815,-73.8180863
1,0,1,40.7050924,-73.7906942
0,1,0,40.7570213,-74.004927
2,2,2,40.6095191,-73.9273564
0,3,4,40.8223007,-73.872993
2,1,0,40.719058,-74.0124422
2,2,3,40.6347481,-74.114537
1,0,1,40.7329423,-73.8496051
1,0,1,40.7200049,-73.7846194
2,1,2,40.6388234,-73.8993929
1,0,1,40.678298,-73.8080656
2,1,0,40.7162809,-74.0045344
0,1,0,40.760517,-73.9077931
2,2,3,40.6249901,-74.144024
2,1,0,40.7086772,-73.9369799
2,2,2,40.5795247,-73.9558467
0,1,0,40.7779294,-73.9820802
0,1,0,40.7806512,-73.9764177
2,2,3,40.5999765,-74.0793419
2,1,2,40.6815715,-73.9257853
1,0,1,40.7594771,-73.8146757
2,1,2,40.6703473,-73.9974153
0,3,4,40.8695471,-73.8797182
0,1,0,40.7263019,-73.9491181
2,1,0,40.7083897,-74.0048152
0,3,4,40.883679,-73.8931277
2,1,2,40.6625746,-73.9344679
0,3,0,40.7955879,-73.9501595
0,1,0,40.722499,-73.940404
2,1,0,40.6975055,-73.982275
0,1,0,40.7618573,-73.9634255
0,3,4,40.8902422,-73.8602985
2,2,2,40.6061164,-73.9931034
0,3,4,40.8271027,-73.9499552
0,3,4,40.8417709,-73.9254873
2,1,2,40.6783944,-74.0116811
0,1,0,40.7775048,-73.9549463
2,1,2,40.6687847,-73.9478174
2,2,3,40.5682558,-74.1054715
2,1,2,40.69409,-73.9342674
2,1,2,40.6966885,-73.9377918
1,0,1,40.7042012,-73.8152441
0,3,4,40.8402605,-73.928514
1,0,1,40.6913744,-73.8098815
1,0,1,40.6685577,-73.8471332
1,0,1,40.6777502,-73.8515358
2,2,3,40.6028631,-74.0723986
1,0,1,40.7673138,-73.8132748
0,3,4,40.8167234,-73.9009232
0,1,0,40.7336586,-73.9000688
0,1,0,40.7564741,-73.9472651
2,1,0,40.7158555,-73.9949534
0,1,0,40.7598419,-73.9841751
2,1,2,40.6753608,-73.9696918
2,2,2,40.5763037,-73.9685308
0,3,4,40.8617318,-73.9118139
0,3,4,40.8027515,-73.933575
2,1,2,40.678277,-73.9246605
0,3,4,40.8913379,-73.8585167
0,3,0,40.7851513,-73.9406208
0,3,4,40.832093,-73.8381251
1,0,1,40.7292619,-73.7528131
0,3,4,40.8271663,-73.832047
0,1,0,40.7423228,-73.9021417
0,1,0,40.7631398,-73.9133956
1,0,1,40.6668946,-73.8054526
1,0,1,40.7577576,-73.8628071
0,1,0,40.7633754,-73.9964587
0,3,4,40.9007411,-73.8701047
1,0,1,40.6595821,-73.8370438
2,2,2,40.6365919,-73.9947324
1,0,1,40.7218316,-73.7330491
1,0,1,40.7578336,-73.7373627
2,2,2,40.6097428,-73.9446726
2,2,2,40.6548612,-74.0038419
0,3,4,40.8545875,-73.9018608
0,3,4,40.8596525,-73.9031114
0,1,0,40.7518951,-73.9675888
0,3,4,40.820189,-73.8906752
0,3,4,40.8654303,-73.8673609
1,0,1,40.7068328,-73.7833705
1,0,1,40.7653588,-73.7442823
2,1,2,40.6763431,-73.910927
0,3,0,40.786255,-73.9393403
1,0,1,40.740842,-73.8301149
0,3,0,40.7909397,-73.9472305
2,1,0,40.7346735,-73.9945839
1,0,1,40.7170151,-73.8297
2,1,2,40.6761899,-73.9080899
1,0,1,40.6711959,-73.81389
2,1,2,40.6890192,-73.9861571
0,3,4,40.8826136,-73.8925616
2,2,2,40.6209138,-73.9752963
2,2,3,40.6226198,-74.0885438
0,3,4,40.8731394,-73.9057133
0,1,0,40.7444048,-73.9403167
1,0,1,40.772301,-73.7805616
2,1,2,40.6400466,-73.9474436
0,0,1,40.7591836,-73.8688178
0,1,0,40.756487,-73.9400388
1,1,0,40.714818,-73.8962842
1,0,1,40.7143538,-73.7522372
0,3,1,40.757881,-73.8772488
1,0,1,40.6993847,-73.7944989
2,2,2,40.6549544,-74.007017
2,1,2,40.6684305,-73.9191816
0,3,4,40.8225547,-73.8857144
2,2,2,40.6074578,-73.9853313
2,1,0,40.7348379,-73.9907554
0,3,4,40.7693188,-73.8665952
1,0,1,40.5973175,-73.7542631
0,3,4,40.8626793,-73.9090397
2,2,2,40.5866702,-73.9661497
0,1,0,40.7474285,-73.9438437
1,0,1,40.7158343,-73.8137433
1,0,1,40.700101,-73.8225297
0,1,0,40.7615555,-73.9940691
1,0,1,40.7079805,-73.8018557
2,2,2,40.6004284,-73.9418895
2,1,0,40.7365615,-73.9890159
0,1,0,40.7781387,-73.9544837
0,3,0,40.8041684,-73.9667001
1,0,1,40.6826061,-73.7378934
0,3,4,40.8479686,-73.8714426
0,1,0,40.7608228,-73.9983142
2,1,2,40.6802409,-73.9467485
1,0,1,40.6673505,-73.7699326
0,1,0,40.7859257,-73.9551139
2,2,2,40.6352888,-73.9581985
0,1,0,40.7586474,-73.8916101
0,1,0,40.7041559,-73.9075068
0,3,4,40.8379725,-73.870043
1,0,1,40.7576305,-73.8100136
2,2,2,40.6158841,-73.953485
0,1,0,40.7567642,-73.9671533
1,0,1,40.7577549,-73.7930302
0,1,0,40.7833329,-73.9436746
0,3,4,40.8103186,-73.9436244
0,1,0,40.74478,-73.9758819
2,1,2,40.6573826,-73.9115037
0,1,0,40.7482147,-73.9685398
2,2,3,40.5922093,-74.1933363
2,2,3,40.6119892,-74.1189605
2,2,2,40.6472719,-73.9973009
2,1,2,40.6366269,-73.9422507
2,1,2,40.6757557,-73.9597594
0,3,4,40.8553643,-73.8987762
2,2,3,40.6032301,-74.0926091
0,1,0,40.7401843,-73.986363
2,1,2,40.6523922,-73.9265457
2,1,0,40.7113838,-73.9883131
2,1,2,40.6927923,-73.9520502
0,3,4,40.8875714,-73.9062642
0,3,4,40.8192235,-73.9106129
2,2,2,40.6387712,-74.0216122
0,1,0,40.7642144,-73.9709581
0,3,4,40.8618642,-73.9127392
1,0,1,40.6594193,-73.7611095
0,0,1,40.7609006,-73.8701681
2,1,0,40.7375662,-74.0099197
0,1,0,40.7463333,-73.8963254
2,1,0,40.736562,-74.0010934
1,0,1,40.6792899,-73.7670051
2,2,2,40.64656,-74.0157476
2,2,2,40.6197961,-73.9375753
0,3,0,40.803123,-73.9404375
0,1,0,40.7662862,-73.9818487
2,2,3,40.5890646,-74.1386214
0,1,0,40.7843547,-73.9811649
2,2,2,40.6385239,-74.0099915
1,0,1,40.7159577,-73.7855449
0,3,4,40.8379725,-73.870043
0,1,0,40.758981,-73.9959428
0,1,0,40.7966428,-73.9684772
0,1,0,40.7794367,-73.9475068
2,1,2,40.6703577,-73.9887132
0,1,0,40.7598419,-73.9841751
0,3,4,40.8637931,-73.9194142
2,2,3,40.5480522,-74.2104943
2,1,2,40.678723,-73.9529869
0,1,0,40.7586008,-73.9182023
2,1,2,40.6770794,-73.986311
0,1,0,40.711004,-73.9040525
1,1,2,40.6582191,-73.8914525
2,1,0,40.7044255,-74.0142536
0,1,0,40.751081,-73.9868516
2,1,2,40.6829709,-73.976665
2,1,2,40.6689255,-73.9964817
2,1,2,40.6690936,-73.8971015
1,0,1,40.6669488,-73.7971113
0,3,4,40.8588491,-73.8859519
0,3,4,40.8824483,-73.8566659
1,0,1,40.6669104,-73.8220088
2,2,2,40.6154149,-73.9614346
1,0,1,40.7243677,-73.7550075
0,3,4,40.8103295,-73.9091329
2,1,0,40.702314,-73.9353377
0,3,4,40.8043441,-73.9215703
1,0,1,40.6809249,-73.8550152
1,0,1,40.7373344,-73.7083194
2,2,2,40.6385239,-73.9731855
2,2,3,40.5615864,-74.1339685
0,0,1,40.7566326,-73.8751395
0,3,4,40.8130953,-73.8982589
0,1,0,40.7564889,-73.9977585
0,0,1,40.7593846,-73.8669043
0,1,0,40.7831836,-73.9436089
2,1,0,40.7179961,-74.0094947
0,3,4,40.8376538,-73.8999668
2,2,2,40.6349546,-73.9814305
2,1,2,40.6747246,-73.9052403
2,1,2,40.6802669,-73.9746902
0,3,4,40.8626053,-73.9202761
0,1,0,40.7354326,-73.9826943
0,3,4,40.846153,-73.9323244
0,1,0,40.7478537,-73.9929082
0,3,4,40.8309088,-73.8735894
0,3,4,40.8644625,-73.9189434
2,1,2,40.6642272,-73.9454636
2,2,2,40.6036842,-73.9553949
1,0,1,40.7545534,-73.7431647
0,3,4,40.7614127,-73.8845376
0,1,0,40.74478,-73.9758819
0,1,0,40.7748523,-73.9806585
0,3,4,40.859593,-73.8655867
2,2,3,40.5241828,-74.2347922
0,3,4,40.7716238,-73.8747579
0,1,0,40.7765625,-73.9527048
0,3,4,40.8394246,-73.8729203
0,1,0,40.7591997,-73.9846193
1,0,1,40.6737846,-73.7886691
0,3,4,40.8474287,-73.9313942
2,2,2,40.6154351,-73.9977452
1,0,1,40.6691445,-73.8529824
0,3,4,40.8744743,-73.900302
2,2,2,40.6336381,-74.0369258
1,0,1,40.774461,-73.8466735
0,3,4,40.8626793,-73.9090397
1,0,1,40.6601677,-73.7742265
0,3,4,40.8327659,-73.9458242
2,2,2,40.6293786,-74.0256616
2,1,0,40.6965588,-73.9809032
1,0,1,40.7387357,-73.8142714
1,0,1,40.7414607,-73.8425732
2,2,2,40.6271557,-73.9656248
2,2,3,40.5876354,-74.0911185
2,2,2,40.6006387,-73.9399663
2,1,2,40.6818344,-73.9758325
2,1,0,40.6959932,-73.983213
0,3,4,40.8538153,-73.9073312
1,0,1,40.6913201,-73.831413
2,2,2,40.6381449,-74.0280034
0,3,4,40.823647,-73.9438444
0,1,0,40.7500991,-73.9749344
0,1,0,40.7773037,-73.9825823
2,1,0,40.7150376,-73.9968076
0,3,0,40.7943133,-73.9312429
2,1,2,40.6709615,-73.988212
2,1,0,40.7231754,-73.9893933
1,0,1,40.7293959,-73.8402406
0,1,0,40.7497063,-73.9915618
0,3,4,40.8178464,-73.9418441
2,2,2,40.6026883,-73.9335507
2,1,2,40.6771023,-73.9247844
1,0,1,40.6941303,-73.876862
0,0,1,40.7569423,-73.8722188
0,3,0,40.8020241,-73.9496815
0,3,4,40.86832,-73.8331589
0,3,4,40.8670381,-73.8963144
0,1,0,40.7634301,-73.9927008
0,1,0,40.7502418,-73.998596
0,3,4,40.8163681,-73.8821121
2,1,2,40.6778626,-73.9386241
0,3,4,40.8057295,-73.9385424
0,3,4,40.8259662,-73.8621678
1,0,1,40.7680947,-73.7632576
2,1,0,40.7271556,-74.0055454
0,1,0,40.7275702,-73.9438712
0,1,0,40.7495397,-73.9774357
2,2,2,40.6356855,-74.0129455
0,3,4,40.8036997,-73.9358171
0,1,0,40.7939517,-73.974163
1,0,2,40.6739919,-73.8817076
0,1,0,40.755161,-73.8852848
1,0,1,40.6972605,-73.8057391
2,2,3,40.6114589,-74.1525344
2,1,2,40.6414086,-73.9122888
0,3,4,40.9042516,-73.8974175
1,0,1,40.7058798,-73.8179322
0,1,0,40.7778604,-73.9457136
0,3,4,40.8627177,-73.9022935
0,3,4,40.8884565,-73.841962
2,2,2,40.6290239,-74.0127028
0,3,4,40.842191,-73.8941015
2,1,2,40.653777,-73.9561651
1,0,1,40.7216784,-73.8359648
0,3,4,40.8486394,-73.9116794
0,1,0,40.7601164,-73.9848356
2,2,3,40.6075856,-74.140821
1,0,1,40.7103167,-73.7524614
1,0,1,40.7566916,-73.8082585
1,0,1,40.7541995,-73.8133477
1,0,1,40.6792445,-73.8731104
0,1,0,40.7781828,-73.9484213
0,1,0,40.7629678,-73.9818929
2,2,2,40.599294,-73.9048381
0,1,0,40.738219,-73.9856742
1,0,1,40.6913705,-73.7799589
1,0,1,40.6763203,-73.8746662
2,1,0,40.6945695,-73.9906673
0,1,0,40.779998,-73.9769018
0,1,0,40.7854915,-73.9841076
0,1,0,40.7463024,-73.9716588
2,2,2,40.6348155,-73.9887517
2,2,2,40.6226147,-73.986668
0,3,4,40.8328178,-73.8675379
0,1,0,40.7678026,-73.9559998
1,0,1,40.7286635,-73.8227712
0,3,4,40.8333663,-73.8513801
2,1,2,40.6936134,-73.9825104
2,2,3,40.5480522,-74.2104943
0,1,0,40.7547481,-73.9878904
0,1,0,40.7429104,-73.9928041
2,2,2,40.5961601,-73.9610281
2,2,3,40.592631,-74.1008291
1,0,1,40.7555009,-73.7927159
1,0,1,40.7391709,-73.8158724
0,3,4,40.8165011,-73.9465455
2,2,2,40.6165129,-74.0383643
0,1,0,40.7743233,-73.9614762
0,1,0,40.7626784,-73.9543321
2,2,3,40.6062172,-74.1238625
2,1,2,40.6840525,-73.9774579
2,2,3,40.5962949,-74.0949004
1,0,1,40.737225,-73.8756955
2,1,0,40.7447026,-74.0083473
2,1,2,40.6759897,-73.919313
2,1,2,40.6384959,-73.9539412
2,2,2,40.5917075,-73.9596768
1,1,1,40.6914567,-73.8851569
2,1,2,40.6904686,-73.9878913
2,1,0,40.7081706,-73.9506577
2,1,0,40.7454163,-74.0081994
0,1,0,40.7476308,-73.8839372
2,1,0,40.7193963,-74.0018831
2,1,0,40.7244026,-74.0060394
2,2,2,40.6108205,-73.9547959
2,1,2,40.6721973,-73.9026592
2,2,2,40.6408247,-73.9653007
1,0,1,40.7005823,-73.8077418
2,1,2,40.6802466,-73.9841399
2,1,2,40.6805055,-73.9285699
2,1,0,40.7142086,-73.9948417
2,2,2,40.6108455,-73.9917667
0,1,0,40.7549751,-73.9310563
0,1,0,40.7509033,-73.9981196
2,2,3,40.6301149,-74.1088837
0,1,0,40.762065,-73.9836295
0,1,0,40.7713904,-73.9504303
2,2,2,40.6187941,-74.0125856
0,1,0,40.7476892,-74.0041684
0,1,0,40.763547,-73.9693376
0,3,4,40.8946005,-73.8556704
2,1,2,40.6320672,-73.9186024
1,0,1,40.6968934,-73.74928
0,3,4,40.8509304,-73.83
0,1,0,40.7558253,-73.9033996
0,3,4,40.8392682,-73.9038169
2,1,2,40.6667703,-73.9883065
1,0,1,40.7493385,-73.8501426
0,1,0,40.7597902,-73.9879256
2,1,0,40.7028482,-73.933523
0,3,4,40.8193809,-73.8615311
0,3,4,40.8304553,-73.8918617
0,3,4,40.8790546,-73.8743853
0,3,4,40.8142999,-73.9530753
1,0,1,40.6984928,-73.7604934
2,1,0,40.7380441,-73.9963374
2,1,2,40.6842287,-73.9353011
2,2,2,40.6418837,-74.0064968
2,1,2,40.6217185,-73.9213599
1,0,1,40.7192174,-73.754748
0,1,0,40.7534749,-73.9925287
0,3,4,40.8868931,-73.8575931
1,1,2,40.6606564,-73.8857861
0,1,0,40.7542791,-73.9090109
2,1,0,40.7152274,-73.9444984
0,1,0,40.7577007,-73.9693944
0,3,4,40.8367707,-73.8859644
1,0,1,40.6962166,-73.7435918
1,3,4,40.8194901,-73.8159718
1,0,1,40.7090205,-73.7360978
0,1,0,40.7615508,-73.9665842
2,1,2,40.6752001,-73.9993511
1,1,2,40.679561,-73.8988988
0,1,0,40.7367906,-73.9784973
1,0,1,40.7565016,-73.7334191
0,3,4,40.8770335,-73.8463682
0,3,4,40.8747961,-73.8834512
2,2,2,40.6002316,-73.9955923
0,3,4,40.8524247,-73.8687243
0,1,0,40.7743233,-73.9614762
2,1,0,40.7342607,-73.9835497
2,1,2,40.6627452,-73.9219315
1,0,1,40.6958547,-73.8189131
2,1,0,40.7056051,-73.946263
2,1,0,40.696131,-73.9871041
2,1,0,40.7213532,-74.0046358
0,3,4,40.8541998,-73.8544097
1,0,1,40.705426,-73.7825671
1,0,1,40.7149351,-73.8163543
2,1,2,40.6352028,-73.9284706
2,1,0,40.7371433,-73.9885937
2,1,0,40.73038,-73.9863758
1,0,1,40.7385993,-73.8774322
1,1,2,40.6942755,-73.9018516
2,2,2,40.6347489,-74.0175066
2,1,2,40.6441352,-73.9344103
2,1,2,40.6822806,-73.9852355
1,0,1,40.6656299,-73.7392073
0,1,0,40.768891,-73.9820935
2,2,2,40.6315031,-74.0029507
1,1,2,40.6781647,-73.8907747
1,0,1,40.6528929,-73.8667311
0,1,0,40.7710646,-73.9596441
0,3,4,40.8060668,-73.9090412
1,0,1,40.737699,-73.7259887
0,3,4,40.8678894,-73.8672765
2,2,3,40.6099857,-74.1201601
2,2,2,40.5765118,-73.9666012
1,0,1,40.7307928,-73.87202
2,1,2,40.6775631,-73.9330796
0,3,4,40.8762452,-73.8522642
2,2,3,40.5255456,-74.2054595
0,1,0,40.7552921,-73.9949215
0,1,0,40.762859,-73.9894015
2,1,2,40.6776979,-73.9752824
0,1,0,40.7545696,-73.971677
2,1,2,40.6771998,-73.9414621
2,1,0,40.6960346,-73.9845292
1,0,1,40.7367523,-73.8776702
2,1,2,40.6764454,-73.9276152
2,2,2,40.6405554,-74.0042951
0,1,0,40.740443,-73.9945943
2,1,0,40.7177239,-73.9857652
1,0,1,40.6905527,-73.8340437
2,1,2,40.6379647,-73.9134607
0,3,4,40.8795157,-73.9096784
2,1,0,40.7307234,-73.989053
1,0,1,40.7072274,-73.8044981
2,1,2,40.6930489,-73.9907288
0,1,0,40.7375371,-73.9299449
0,3,4,40.8155241,-73.9186164
0,1,0,40.7504525,-73.9872921
0,1,0,40.7526874,-74.000527
2,2,2,40.6413255,-73.9829925
2,1,2,40.6809794,-73.9113751
2,1,0,40.7192038,-73.9903644
1,0,1,40.6836573,-73.7826525
2,1,0,40.7262499,-74.0037305
0,3,0,40.7998915,-73.9385839
0,1,0,40.7806906,-73.9465923
1,0,1,40.7320429,-73.8703259
0,1,0,40.7923625,-73.9641744
2,2,3,40.5634522,-74.1697471
0,1,0,40.7433447,-73.9720193
0,1,0,40.7289951,-73.9506603
2,2,3,40.5593096,-74.20107
2,1,2,40.6840525,-73.9774579
1,0,1,40.7440274,-73.7176262
2,2,2,40.6276441,-74.0352365
2,2,2,40.6632629,-73.9951087
2,2,3,40.5758147,-74.1197852
2,1,0,40.6959932,-73.983213
1,0,1,40.7109315,-73.8135698
2,1,2,40.6506684,-73.9524697
0,3,4,40.8082987,-73.8877291
2,2,2,40.6211111,-73.991841
1,0,1,40.7279896,-73.7266816
2,1,2,40.6757699,-73.9842023
0,1,0,40.7804368,-73.949882
2,2,2,40.6046374,-73.9761342
1,1,2,40.6585778,-73.8906229
1,0,1,40.7176474,-73.7666402
1,0,1,40.767701,-73.7792302
2,2,2,40.6549544,-74.007017
2,1,2,40.7002464,-73.9208814
1,0,1,40.7864283,-73.8239273
0,1,0,40.7788619,-73.9581662
2,2,3,40.5291228,-74.217014
0,1,0,40.7563515,-74.0054034
1,0,1,40.6972488,-73.7973292
0,1,0,40.7464029,-73.9797248
2,2,3,40.5268604,-74.1911398
1,0,1,40.725285,-73.7933222
1,0,1,40.6996983,-73.8212505
1,0,1,40.6809233,-73.8354305
2,1,2,40.6935161,-73.9649848
2,2,2,40.599037,-73.9545122
0,1,0,40.759626,-73.9954735
1,0,1,40.6872266,-73.8216157
2,1,0,40.6997037,-73.9804639
0,1,0,40.7609373,-73.9712411
2,2,3,40.6103014,-74.0633379
2,1,2,40.6650926,-73.9830838
2,2,3,40.6374659,-74.1246051
0,3,0,40.7954056,-73.9418746
2,1,0,40.7144568,-73.9352898
2,1,0,40.6989727,-73.957019
0,3,4,40.8746866,-73.8864996
1,0,1,40.6947829,-73.8525689
2,1,2,40.6513641,-73.9634428
0,3,4,40.8077723,-73.9454833
1,0,1,40.7339607,-73.8174023
2,1,0,40.7260539,-73.9835337
2,2,2,40.5974779,-73.986457
0,3,4,40.8567445,-73.895264
2,1,2,40.6889031,-73.9809286
0,1,0,40.7636578,-73.9734636
2,1,2,40.662134,-73.9117281
0,3,4,40.8906476,-73.8487419
1,0,1,40.7150726,-73.8272082
0,1,0,40.764627,-73.9955453
2,1,2,40.6705127,-73.9785583
0,3,4,40.8355732,-73.8372343
0,3,4,40.8644625,-73.9189434
2,1,0,40.7396305,-74.0063331
1,0,1,40.7259839,-73.7242067
0,3,4,40.8401671,-73.8426116
2,1,2,40.6840525,-73.9774579
2,2,3,40.6094024,-74.0901074
0,1,0,40.7415488,-73.9895745
1,0,2,40.6583569,-73.873251
1,0,1,40.7288288,-73.8658937
1,0,1,40.7571441,-73.8270918
2,1,0,40.7089008,-73.9658027
2,2,2,40.6028498,-73.9629832
0,1,0,40.7645691,-73.9736365
2,1,2,40.6792042,-73.9552939
1,0,1,40.7714829,-73.7348033
0,3,4,40.8442462,-73.9337142
0,3,4,40.8941685,-73.8569554
0,3,1,40.7561462,-73.8797894
0,1,0,40.782942,-73.9480385
1,0,2,40.6484415,-73.8824124
0,1,0,40.7447605,-73.9951533
0,3,4,40.8713965,-73.8930715
2,1,2,40.6883609,-73.9161466
0,3,0,40.7771964,-73.90738
0,3,4,40.8418784,-73.9179517
1,0,1,40.7688977,-73.7971581
1,0,1,40.7121162,-73.7311691
1,0,1,40.7578241,-73.7903155
1,0,1,40.6525646,-73.746549
0,1,0,40.7813162,-73.9461296
2,1,2,40.6854659,-73.9505916
2,1,0,40.7207095,-73.9813092
1,0,2,40.6468027,-73.8849486
1,0,1,40.7111766,-73.7798539
1,0,1,40.7244199,-73.8106242
2,1,2,40.6493953,-73.9416991
