cluster3,cluster4,cluster5,Latitude,Longitude
2,1,2,40.6844232,-73.978388
0,1,0,40.7245265,-73.9502054
1,0,1,40.7384163,-73.8489844
2,1,0,40.7440605,-74.0068099
2,1,2,40.6773522,-73.9442307
1,0,1,40.7309325,-73.8645761
0,3,4,40.8278679,-73.8235801
0,1,0,40.7502939,-73.9948425
0,3,4,40.8243836,-73.8239477
0,3,4,40.8637272,-73.8548155
2,2,2,40.6471227,-74.0151603
0,3,4,40.8817462,-73.857058
0,1,0,40.7443357,-73.950999
1,0,1,40.7056408,-73.7504698
0,3,4,40.8027515,-73.933575
0,3,4,40.819058,-73.9292196
2,1,2,40.6797866,-73.9384349
1,0,1,40.6723848,-73.7857391
1,1,2,40.6809706,-73.8914984
2,2,3,40.5827584,-74.1304
2,1,2,40.633857,-73.9114377
2,2,2,40.5961601,-73.9610281
1,0,1,40.7597028,-73.8003012
0,3,4,40.8850993,-73.9006477
0,3,4,40.8365578,-73.9430529
1,1,2,40.6706265,-73.8955418
0,3,4,40.8323238,-73.8739391
0,3,0,40.7916742,-73.9509172
0,3,4,40.875001,-73.8747003
0,1,0,40.7852936,-73.9693348
2,1,2,40.672888,-73.9992169
1,0,1,40.6812897,-73.8484452
2,1,2,40.6732384,-73.9140062
2,2,3,40.5800421,-74.11395
1,0,1,40.6665802,-73.735862
2,1,0,40.7187759,-73.9956999
0,3,4,40.8122008,-73.9422501
1,0,1,40.7397921,-73.8453684
2,1,0,40.7249321,-73.9903419
2,1,0,40.7152345,-74.0133505
2,1,2,40.6508616,-73.9726364
2,2,2,40.6337239,-74.0238834
0,3,4,40.8233146,-73.9490078
0,1,0,40.763893,-73.9149938
1,0,1,40.6697253,-73.8609622
1,0,1,40.7245558,-73.7245088
2,1,2,40.6680723,-73.9506693
2,1,0,40.7284127,-73.9942525
0,3,4,40.8364762,-73.8851084
0,3,4,40.7752344,-73.8951322
1,0,1,40.7027868,-73.8570414
1,0,1,40.7311821,-73.8715971
0,1,0,40.763547,-73.9693376
2,2,3,40.6440286,-74.0819419
0,3,4,40.8285193,-73.8411794
0,1,0,40.766852,-73.9537478
1,0,1,40.6888383,-73.8218926
1,0,1,40.7682226,-73.7613835
0,3,4,40.8235801,-73.8781296
1,0,1,40.7051481,-73.7956894
1,0,1,40.6664063,-73.8026224
1,1,0,40.7246174,-73.8910088
0,3,0,40.75933,-73.8851043
2,1,0,40.7113923,-74.0085993
1,3,4,40.7816842,-73.8459383
1,0,1,40.6742245,-73.799847
0,3,4,40.903481,-73.8503406
1,1,0,40.7076693,-73.9010492
0,1,0,40.7356626,-73.9152009
0,3,4,40.869274,-73.9013438
0,1,0,40.7543373,-73.9249535
0,3,4,40.8555572,-73.9291699
0,1,0,40.7669823,-73.916896
1,0,2,40.6427022,-73.8765985
2,1,0,40.6980388,-73.9628402
0,1,0,40.755346,-73.9079807
0,1,0,40.7613923,-73.9407961
1,0,1,40.685288,-73.8124372
2,2,2,40.5822717,-73.986118
0,3,4,40.900199,-73.9053746
1,0,1,40.6913705,-73.7799589
2,1,2,40.6889031,-73.9809286
1,0,1,40.6666971,-73.7671284
1,0,1,40.6914558,-73.850117
0,1,0,40.7525757,-73.9787665
0,3,4,40.8234208,-73.8682757
2,2,2,40.6024665,-73.9663685
2,1,0,40.6950223,-73.9888461
0,3,4,40.8538153,-73.9073312
2,1,0,40.7127265,-73.9979836
2,1,0,40.7160144,-74.0088235
2,2,2,40.6035865,-73.9778271
1,0,1,40.6663098,-73.7916994
1,0,1,40.7453043,-73.8259424
2,1,2,40.6499287,-73.9331145
2,1,2,40.654313,-73.9175769
2,2,2,40.6322943,-73.966775
0,3,4,40.8614639,-73.9249989
1,0,1,40.6793468,-73.8595253
2,2,3,40.5657198,-74.1294202
1,1,2,40.7008261,-73.8942359
0,3,0,40.8105319,-73.9620549
2,1,2,40.6235615,-73.92737
0,3,4,40.855833,-73.8545074
2,2,3,40.6156257,-74.1053446
2,1,2,40.6815143,-73.9041166
2,2,3,40.6338578,-74.1259566
1,1,0,40.705047,-73.9030296
1,0,1,40.7104205,-73.8596365
2,2,3,40.6096259,-74.1495445
0,3,0,40.7884291,-73.9490634
0,3,4,40.8539139,-73.9037668
0,3,4,40.8934115,-73.8573621
0,3,4,40.8617318,-73.9118139
2,1,0,40.7179539,-73.947683
0,1,0,40.7558074,-73.9864031
1,0,1,40.6717192,-73.8509652
2,2,3,40.5952978,-74.1618991
0,1,0,40.7557637,-73.9121671
1,0,1,40.7079562,-73.8371456
0,3,4,40.8391738,-73.8846484
0,1,0,40.7704108,-73.9344737
1,0,1,40.7457376,-73.7143817
2,1,0,40.7014547,-73.9896203
0,1,0,40.7583771,-73.9943762
2,1,0,40.7261864,-73.9894289
0,1,0,40.7288235,-73.9536587
0,3,0,40.7942845,-73.9511103
2,2,3,40.5905859,-74.0912594
2,1,2,40.650449,-73.9111021
2,1,0,40.7208345,-73.9976551
2,1,0,40.6962153,-73.9752686
0,1,0,40.7741151,-73.988627
0,3,4,40.8254139,-73.923475
0,1,0,40.710643,-73.9056401
0,1,0,40.7534674,-73.9135417
1,0,1,40.6653702,-73.732529
1,0,2,40.6737411,-73.8833988
1,0,1,40.7490628,-73.8703788
1,0,1,40.6978751,-73.802369
0,1,0,40.7474318,-73.9254665
0,3,0,40.7893076,-73.9433966
0,3,4,40.8790069,-73.8760126
2,1,2,40.6317075,-73.946481
2,2,2,40.6017957,-73.9725665
2,1,2,40.6525385,-73.9236661
0,3,4,40.8660891,-73.8826747
2,1,2,40.6398568,-73.8978024
2,2,3,40.5635038,-74.1326443
2,2,3,40.6431132,-74.1127533
0,3,4,40.8566412,-73.9246934
2,1,2,40.6551452,-73.9041437
0,3,4,40.8075979,-73.9371788
0,1,0,40.7522807,-73.9896919
2,1,0,40.7341384,-73.9991845
2,2,3,40.5972033,-74.095017
0,1,0,40.7626784,-73.9543321
0,1,0,40.7858819,-73.948827
2,1,2,40.6482565,-73.9713978
0,3,4,40.842349,-73.9311822
1,0,1,40.6775,-73.8275939
0,1,0,40.7478946,-73.9891656
1,0,1,40.7250384,-73.8504202
0,1,0,40.7463024,-73.9716588
1,0,1,40.7440274,-73.7176262
2,1,0,40.7136919,-74.0137542
0,1,0,40.7965332,-73.9759553
0,3,0,40.807611,-73.9530403
2,2,2,40.6538643,-74.0082755
2,2,2,40.6605622,-74.0011894
1,0,1,40.6755016,-73.7386315
0,1,0,40.7489935,-73.8968698
0,3,4,40.8097014,-73.9030288
0,1,0,40.790842,-73.9745651
0,1,0,40.7460781,-73.9749359
2,1,0,40.7241363,-73.9926041
2,1,0,40.7140707,-73.9543399
2,1,2,40.6396323,-73.9541782
0,1,0,40.7489641,-73.8917522
0,3,4,40.8160255,-73.9394577
2,2,3,40.5907529,-74.0883648
0,1,0,40.7673924,-73.9823647
2,1,2,40.6443717,-73.9306048
0,1,0,40.7667698,-73.9711844
0,3,0,40.8006591,-73.9543925
0,1,0,40.7798112,-73.9503374
2,2,2,40.5763037,-73.9685308
0,3,4,40.8445943,-73.8816608
0,1,0,40.7441866,-73.9918693
0,3,4,40.8427653,-73.8459342
0,1,0,40.7624884,-73.9629739
2,1,0,40.7154319,-73.9538664
2,1,2,40.6625545,-73.9089197
2,1,2,40.6882267,-73.9953341
0,1,0,40.7888802,-73.9778557
2,1,2,40.6835142,-73.9759509
1,0,1,40.7136433,-73.8069286
0,1,0,40.7177936,-73.9096595
1,0,1,40.7132811,-73.833102
0,1,0,40.72895,-73.9279233
0,1,0,40.768439,-73.9890504
1,0,1,40.7406369,-73.8112169
0,1,0,40.7558074,-73.9864031
0,1,0,40.7736554,-73.9517248
1,0,1,40.7590711,-73.7985019
0,3,4,40.8646545,-73.8635482
2,1,2,40.6508071,-73.9495721
2,2,2,40.5952551,-73.9734765
1,1,2,40.6692273,-73.8961965
2,2,3,40.5428084,-74.160196
2,1,2,40.6810601,-73.996528
0,1,0,40.7738755,-73.9822257
2,2,2,40.5962324,-73.9381878
0,3,4,40.8227566,-73.9114681
0,3,4,40.8793216,-73.8697937
2,1,0,40.7200491,-73.9553495
0,0,1,40.7418418,-73.8810025
0,3,4,40.8093457,-73.8919068
2,1,2,40.6625746,-73.9344679
2,2,2,40.5956527,-73.908153
2,2,2,40.6101825,-74.0354679
0,1,0,40.743324,-73.9840744
2,1,0,40.7089041,-73.9592525
0,1,0,40.7643229,-73.977196
2,1,2,40.6248139,-73.894452
2,1,2,40.6511569,-73.9181358
1,0,1,40.7099981,-73.792623
2,2,2,40.6170038,-73.9691095
1,0,1,40.7537216,-73.8328215
2,1,2,40.6795162,-73.9110814
2,1,2,40.6774056,-73.9830482
2,2,2,40.5850568,-73.9288808
2,2,2,40.6332268,-73.9951794
0,1,0,40.7292966,-73.8932923
2,2,2,40.6144522,-73.9915969
2,2,2,40.608595,-74.0048548
2,1,2,40.6385252,-73.9260638
2,1,2,40.6535224,-73.910143
2,1,0,40.7440605,-74.0068099
1,0,1,40.6856536,-73.8286257
0,1,0,40.7822139,-73.9599226
2,2,3,40.5744555,-74.0970364
0,1,0,40.7432641,-73.9196285
1,0,1,40.725474,-73.7203854
2,1,0,40.7203761,-74.0032612
2,2,2,40.6172116,-73.9450662
0,1,0,40.7573389,-73.986013
2,2,2,40.6366356,-74.008377
0,1,0,40.7476845,-73.9787861
1,1,0,40.7070923,-73.8972304
1,0,1,40.7087314,-73.8076209
0,3,4,40.8211442,-73.9575218
0,3,4,40.8783502,-73.8703365
1,0,1,40.7024868,-73.8598005
2,1,2,40.6898386,-73.9451975
2,1,2,40.6843388,-73.9147563
2,2,3,40.6195701,-74.0814977
2,2,3,40.5247216,-74.2102805
2,1,0,40.7125314,-74.0076652
2,1,0,40.7109568,-73.9511173
1,0,1,40.6824037,-73.7518042
1,0,1,40.7426801,-73.8395099
2,1,2,40.6745733,-73.9852012
2,1,2,40.6566844,-73.9298964
2,2,2,40.6440969,-73.9668665
2,2,2,40.6166991,-74.0308435
2,1,2,40.6816391,-73.993914
1,0,1,40.7176946,-73.8313939
2,1,0,40.7075959,-73.9483028
1,0,1,40.6648081,-73.7641613
1,1,0,40.7194601,-73.8911615
2,1,2,40.6909932,-73.9917423
0,3,4,40.8571822,-73.909763
0,1,0,40.785171,-73.9731337
2,1,0,40.7183032,-73.9873956
1,1,1,40.73197,-73.8847763
1,0,1,40.6762509,-73.7362563
2,1,2,40.6674368,-73.9844385
0,1,0,40.7658552,-73.9145003
0,3,4,40.817196,-73.8953154
0,3,4,40.835181,-73.9397764
2,1,2,40.6840001,-73.9503006
0,3,4,40.8964956,-73.8459905
1,0,2,40.6663767,-73.883199
0,1,0,40.7940523,-73.9703673
1,0,1,40.6670514,-73.7741023
1,0,1,40.7165284,-73.8230706
0,3,4,40.8842422,-73.8492773
2,1,2,40.6988491,-73.9385688
2,2,2,40.6204019,-73.9604844
2,2,2,40.5895661,-73.9397962
2,1,0,40.7019114,-73.936979
0,1,0,40.7457274,-73.9781227
1,0,1,40.680015,-73.8774282
2,1,0,40.6970124,-73.9913665
1,0,1,40.7233454,-73.8200398
1,0,1,40.7038229,-73.8087892
2,2,2,40.6413265,-74.0070804
2,1,2,40.6875062,-73.9146441
1,0,1,40.6758436,-73.7830421
2,1,0,40.7232788,-73.9825242
1,0,1,40.7407111,-73.8526405
2,2,2,40.5860746,-73.9579377
0,1,0,40.7786073,-73.9816215
0,3,4,40.838846,-73.8781619
1,0,1,40.7472378,-73.7728721
0,1,0,40.7247837,-73.935689
2,1,2,40.6043244,-73.8988403
0,1,0,40.7703076,-73.9190002
2,1,0,40.7169722,-73.9899499
0,3,0,40.7990005,-73.9524071
1,0,1,40.6822862,-73.808047
2,2,3,40.5096744,-74.2474718
0,3,4,40.8046692,-73.9321824
2,1,2,40.6695546,-73.9449618
0,3,4,40.8407777,-73.8724548
0,3,4,40.8392323,-73.9455442
1,0,1,40.7786063,-73.8451944
2,2,2,40.6529481,-74.0021659
2,1,2,40.6769384,-73.9218247
1,0,1,40.6973321,-73.7620122
0,3,4,40.8687708,-73.8317333
2,2,2,40.6399995,-74.0244118
1,0,1,40.6802223,-73.8712013
0,1,0,40.7502939,-73.9948425
2,1,2,40.6889031,-73.9809286
1,0,1,40.7024558,-73.874462
0,3,4,40.8418326,-73.8838776
2,2,3,40.6311568,-74.1469123
0,3,4,40.8151142,-73.9297729
2,1,2,40.6568012,-73.9279933
0,1,0,40.7628049,-73.9656703
2,1,2,40.6409412,-73.9605011
0,3,4,40.8519037,-73.9164465
0,1,0,40.7621793,-73.9661291
1,0,1,40.7132768,-73.7648266
1,1,0,40.7126469,-73.8993537
2,1,2,40.6966756,-73.9575253
1,0,1,40.6678458,-73.7761182
0,1,0,40.7353901,-73.9751095
1,0,1,40.748691,-73.8577153
0,3,4,40.8228364,-73.9419157
2,2,2,40.5989237,-73.9358051
0,3,4,40.8236601,-73.9120558
2,1,2,40.678723,-73.9529869
0,1,0,40.7353901,-73.9751095
1,0,1,40.6935514,-73.7836552
0,3,4,40.8208824,-73.9372638
0,1,0,40.7478537,-73.9929082
0,3,4,40.8010009,-73.9137075
0,3,4,40.8728912,-73.8806921
1,0,1,40.6864528,-73.7611749
0,3,4,40.8677816,-73.8348162
2,1,2,40.6685062,-73.9256052
0,3,4,40.8559029,-73.9386081
0,3,4,40.8929052,-73.843655
1,0,1,40.7590201,-73.8534879
0,1,0,40.750999,-73.9487997
0,1,0,40.7626784,-73.9543321
0,1,0,40.7396742,-73.990946
2,1,0,40.7295792,-73.9932602
0,3,4,40.8523802,-73.9314939
0,1,0,40.7811953,-73.9797467
0,1,0,40.7870466,-73.9775855
2,1,0,40.7134676,-73.9985824
0,3,4,40.8456416,-73.8977031
0,1,0,40.7643229,-73.977196
0,3,4,40.86549,-73.8644612
1,1,2,40.674396,-73.8965093
0,3,4,40.8342766,-73.8736314
0,1,0,40.7813875,-73.9521236
2,2,2,40.6139257,-73.9502663
1,0,1,40.7025309,-73.814293
1,0,1,40.6606655,-73.7336255
1,0,1,40.7430112,-73.777566
2,1,2,40.6792042,-73.9552939
2,1,2,40.6847335,-74.0010155
2,1,2,40.6651,-73.94538
2,1,2,40.6694768,-73.9199662
0,1,0,40.7488862,-73.9758407
2,1,0,40.7067007,-74.0160467
1,0,1,40.6759371,-73.8682281
0,3,4,40.8081625,-73.9265219
0,3,4,40.8187441,-73.8662003
2,2,3,40.568914,-74.1503316
0,1,0,40.7704239,-73.9643197
2,1,2,40.6811015,-73.9168299
2,2,3,40.541311,-74.1849316
0,3,4,40.8075133,-73.9341187
2,1,0,40.7301223,-73.989468
0,3,4,40.839178,-73.9411352
2,2,3,40.6076902,-74.0894424
0,1,0,40.7567703,-73.9827104
2,1,0,40.7099872,-73.9332959
0,3,0,40.7621612,-73.8950842
2,1,0,40.7130863,-73.9441467
0,1,0,40.7571447,-73.9935606
0,3,4,40.8034264,-73.933083
2,2,3,40.6091517,-74.1498667
0,1,0,40.7254356,-73.9517381
2,1,2,40.6435901,-73.9047008
2,2,2,40.610949,-73.9536001
0,3,4,40.8701594,-73.8909872
2,2,2,40.6317925,-73.9807216
0,1,0,40.7705708,-73.98214
0,1,0,40.7539938,-73.9741894
2,1,2,40.6687978,-73.9311201
0,3,4,40.8461403,-73.9342328
1,1,2,40.6941097,-73.8973622
2,2,2,40.6438124,-73.9839756
0,1,0,40.7928576,-73.9675292
2,2,2,40.5862589,-73.9360698
0,3,4,40.8255301,-73.8822765
1,0,1,40.7223073,-73.8441346
1,0,1,40.7116289,-73.7293783
0,1,0,40.7808583,-73.9609091
0,1,0,40.7641063,-73.966814
1,0,1,40.7034151,-73.8214786
0,3,4,40.8209858,-73.8916133
0,1,0,40.7774101,-73.9787983
1,0,1,40.6810893,-73.8463329
2,1,0,40.7128006,-73.9971179
2,1,0,40.7416259,-74.006972
1,0,1,40.6801176,-73.7532369
2,2,3,40.5513611,-74.1458948
2,2,2,40.6114632,-73.9243649
2,1,2,40.6953767,-73.9492066
2,1,2,40.6823776,-74.0039769
1,0,1,40.6940395,-73.7267806
1,0,1,40.6758436,-73.7830421
1,0,1,40.7083303,-73.8630422
0,3,4,40.8820503,-73.8322312
0,3,4,40.8540693,-73.8993168
2,1,2,40.680859,-73.9544023
2,1,2,40.6572088,-73.9002951
0,1,0,40.7605353,-73.9583509
0,1,0,40.753928,-73.9976034
0,3,4,40.8713761,-73.8633319
1,0,1,40.6661202,-73.8222416
2,2,2,40.5995208,-73.9987504
1,0,1,40.6807,-73.8446429
2,2,2,40.61617,-73.954587
0,3,4,40.8375117,-73.845809
2,2,2,40.5843704,-73.9270904
1,0,1,40.7087102,-73.7790469
1,0,1,40.7390856,-73.7934377
2,1,0,40.7317065,-74.0009562
2,2,3,40.5417455,-74.2069916
0,3,4,40.8174164,-73.9287228
2,1,2,40.6797866,-73.9384349
0,3,4,40.7967405,-73.9292434
1,0,1,40.7652119,-73.8004941
0,1,0,40.7817643,-73.9441326
0,1,0,40.759308,-73.9652931
0,1,0,40.7832478,-73.9447234
1,0,1,40.7079288,-73.783825
0,0,1,40.7452341,-73.8807474
2,2,2,40.6383862,-74.036672
2,1,0,40.7151811,-73.9519581
2,1,2,40.6687978,-73.9311201
1,0,1,40.7158041,-73.8244755
0,1,0,40.7367906,-73.9784973
1,0,1,40.7575928,-73.7810721
2,1,2,40.6805947,-73.9808878
0,1,0,40.7451136,-73.9474328
1,0,1,40.7338447,-73.724554
2,2,3,40.6380239,-74.0806338
0,3,0,40.7851513,-73.9406208
1,0,1,40.7621739,-73.7567868
2,1,2,40.6873579,-73.9182933
0,1,0,40.7408961,-73.8996069
0,3,4,40.8897793,-73.8321466
0,1,0,40.7224477,-73.908423
2,1,0,40.7205573,-74.0035102
0,3,4,40.7694203,-73.880289
0,3,0,40.7997827,-73.9681976
2,2,3,40.5773093,-74.1011192
1,0,1,40.7279234,-73.8710008
2,1,2,40.6676238,-73.9423608
2,2,2,40.6286539,-73.9951617
1,1,2,40.7004921,-73.9014133
2,2,2,40.6515442,-74.0179651
2,1,2,40.6577686,-73.9396157
1,0,1,40.7044959,-73.817418
0,1,0,40.7573632,-73.9606703
1,0,1,40.6886755,-73.8012712
0,1,0,40.7686469,-73.9698262
0,1,0,40.7622939,-73.9744569
1,0,1,40.6927324,-73.8162099
0,1,0,40.7431952,-73.9367235
2,2,2,40.6588986,-73.9923843
2,1,2,40.6685062,-73.9256052
0,1,0,40.7378861,-73.9809038
2,2,3,40.6213949,-74.0822023
1,1,0,40.7071305,-73.9032574
2,1,0,40.7410552,-73.9978601
2,1,2,40.6891376,-73.9907077
1,0,1,40.734195,-73.8197507
2,1,2,40.6303234,-73.9212993
1,0,1,40.6820515,-73.8604858
2,2,2,40.6241708,-73.9704715
2,2,3,40.5758321,-74.1240581
2,1,0,40.7258408,-74.0075584
1,0,1,40.6544387,-73.8608315
2,2,3,40.5792516,-74.0778017
0,3,0,40.8106857,-73.954512
1,1,2,40.6585778,-73.8906229
2,1,2,40.6882902,-73.9390977
2,2,2,40.5808587,-73.9380509
2,2,3,40.5197377,-74.2068947
0,3,4,40.8310454,-73.8806984
2,1,2,40.6732579,-73.9306974
0,1,0,40.7337618,-73.9374216
0,1,0,40.7423372,-73.9292975
2,1,2,40.6307903,-73.9455126
2,2,2,40.6227987,-74.0283499
1,0,1,40.7356334,-73.876016
1,0,1,40.7354863,-73.8671902
2,1,0,40.7116924,-73.9512358
1,0,1,40.5859853,-73.8165864
2,2,2,40.6259967,-73.9907561
2,1,2,40.6807974,-73.9583971
1,0,1,40.5973175,-73.7542631
0,1,0,40.7509033,-73.9981196
2,1,0,40.7168045,-73.9545869
0,3,4,40.8870994,-73.9133064
0,1,0,40.7572538,-73.9048486
0,1,0,40.7606005,-73.9643142
0,3,4,40.818995,-73.9097389
0,3,4,40.8608959,-73.8431988
0,3,4,40.8595831,-73.8665266
2,2,2,40.5902402,-73.9729745
0,3,0,40.7761313,-73.9106996
0,1,0,40.7464925,-74.0013245
2,2,2,40.5790517,-73.9841495
1,1,2,40.6805378,-73.8867363
2,2,2,40.5727507,-73.9970447
0,3,4,40.8210107,-73.8657477
2,1,2,40.6715543,-73.9877145
2,2,2,40.6097062,-74.0112801
0,1,0,40.7220065,-73.9165552
2,1,0,40.7140707,-73.9543399
2,1,2,40.6661246,-73.9313824
0,3,4,40.8454299,-73.9139752
0,1,0,40.7679685,-73.9682164
1,0,1,40.7427822,-73.8281643
2,1,2,40.6868244,-73.9388034
0,1,0,40.7659833,-73.9654448
1,0,1,40.693593,-73.8297052
1,0,1,40.7388893,-73.8667612
0,1,0,40.7398472,-73.9241037
0,3,4,40.8233002,-73.8800201
0,3,0,40.7973092,-73.9344544
2,2,3,40.6115199,-74.098621
2,1,0,40.7164843,-73.9570293
0,1,0,40.7652244,-73.9316919
0,3,4,40.8678218,-73.8634441
2,1,0,40.6959932,-73.983213
2,1,2,40.6320672,-73.9186024
1,0,1,40.7621739,-73.7567868
2,1,0,40.7188615,-73.9462239
1,0,1,40.7098181,-73.8010675
0,3,4,40.8137456,-73.9313928
2,1,2,40.6817692,-73.9675328
1,0,1,40.6897104,-73.8268556
0,1,0,40.7606005,-73.9643142
1,0,1,40.7078592,-73.8484445
1,1,2,40.6704601,-73.8878674
1,0,1,40.7579465,-73.7867019
0,3,4,40.8787451,-73.8725452
2,2,3,40.6159667,-74.1045599
0,3,4,40.8165575,-73.9167618
0,3,4,40.8476821,-73.9123638
0,1,0,40.7581576,-73.8962637
0,1,0,40.7396752,-73.9345761
0,1,0,40.7465356,-73.9859503
2,2,2,40.616036,-73.9557865
2,1,2,40.6278591,-73.9007424
0,1,0,40.7129023,-73.906077
0,1,0,40.7733356,-73.9550538
1,0,1,40.7839308,-73.7764429
1,0,1,40.769326,-73.8363379
0,3,0,40.8141445,-73.9557055
0,1,0,40.7662862,-73.9818487
1,0,1,40.7340457,-73.7884852
1,1,2,40.6676524,-73.8852983
1,1,1,40.7309306,-73.8855935
1,0,1,40.7113551,-73.7700673
0,3,4,40.8598744,-73.8932165
0,3,4,40.8182799,-73.941515
2,1,2,40.6692344,-73.997143
0,3,4,40.8617006,-73.8913807
1,0,1,40.7687544,-73.8130578
2,1,2,40.6508071,-73.9495721
1,0,1,40.69335,-73.830528
1,0,1,40.6505844,-73.75744
0,1,0,40.7413481,-73.9370897
2,1,2,40.642384,-73.9253821
2,1,0,40.6960346,-73.9845292
0,3,4,40.7666068,-73.8911639
2,1,0,40.7162809,-74.0045344
0,3,4,40.8609182,-73.9035145
2,1,0,40.7093173,-73.9329972
1,0,1,40.6801652,-73.840945
1,0,1,40.7090458,-73.8414531
0,3,4,40.8173714,-73.9113813
1,0,1,40.7129243,-73.8223188
1,0,1,40.7373172,-73.8536872
2,1,2,40.6868654,-73.964469
2,2,2,40.6189457,-73.9990346
0,3,4,40.8040684,-73.9311544
0,1,0,40.7762211,-73.9759535
2,1,0,40.7175957,-73.9963277
1,1,2,40.6988584,-73.90407
2,1,2,40.6537515,-73.9016517
2,2,3,40.5801145,-74.1100586
0,1,0,40.7678891,-73.9815125
1,0,1,40.769041,-73.7990277
1,0,1,40.711037,-73.7280965
2,1,0,40.7169722,-73.9899499
2,1,2,40.6528081,-73.9093366
0,1,0,40.7547274,-73.9778743
0,3,4,40.8285193,-73.8411794
2,1,2,40.6931332,-73.9698315
1,0,1,40.775095,-73.8466287
2,1,0,40.7102847,-73.9351784
2,1,0,40.7324499,-74.0098684
1,0,1,40.6633692,-73.749579
1,0,1,40.7179035,-73.8320112
0,1,0,40.7514416,-73.9760491
2,1,2,40.6553345,-73.9307664
1,0,1,40.7157218,-73.8257329
2,1,2,40.6588095,-73.9817158
2,1,2,40.6972536,-73.9156161
0,3,4,40.8665775,-73.8673188
2,1,0,40.7101767,-74.0011362
2,1,0,40.7347834,-73.9987154
0,1,0,40.7303695,-73.9138714
0,1,0,40.7477508,-73.9808504
0,3,4,40.8614944,-73.8242501
2,1,0,40.7226976,-73.9878638
0,1,0,40.7570751,-73.9698495
0,3,4,40.820189,-73.8906752
0,1,0,40.7524046,-73.9244179
2,1,0,40.7317065,-74.0009562
2,2,2,40.6224004,-73.9366363
2,1,0,40.725432,-73.996771
0,1,0,40.7444969,-73.9559936
0,3,4,40.8268488,-73.9226784
0,1,0,40.7611802,-73.9579029
0,3,4,40.8693837,-73.8721945
0,1,0,40.7425234,-73.949232
0,3,4,40.8585032,-73.8678194
0,3,4,40.8128977,-73.9014419
0,3,0,40.800664,-73.9464607
2,2,2,40.6354937,-74.0095587
2,2,2,40.5798272,-73.9762114
0,3,4,40.8426718,-73.8831822
1,0,2,40.6745206,-73.8780367
2,1,0,40.7422546,-74.0007037
1,0,1,40.6769705,-73.8352636
2,1,0,40.6960346,-73.9845292
2,2,2,40.6524631,-73.9788957
0,3,4,40.8399843,-73.8774731
1,0,1,40.769962,-73.7613914
2,2,2,40.6102022,-73.9604436
2,1,0,40.7172993,-74.0015656
2,2,2,40.6336381,-74.0369258
2,1,0,40.7079663,-74.0135907
0,3,4,40.8233848,-73.9183394
2,2,2,40.5954722,-73.9990038
1,0,1,40.7578241,-73.8609985
0,1,0,40.7536328,-73.885966
2,1,0,40.7168135,-73.9977634
0,1,0,40.7554056,-73.9794839
2,2,2,40.6303235,-74.022297
2,1,2,40.6462644,-73.912686
0,1,0,40.7666672,-73.9670654
0,1,0,40.7397825,-73.9795031
1,1,2,40.6693691,-73.895223
2,2,3,40.5545687,-74.1706242
2,2,3,40.5910225,-74.1009095
1,0,1,40.6907842,-73.7625621
1,0,2,40.662535,-73.881454
2,2,2,40.589632,-73.9784871
1,0,1,40.7331924,-73.866863
2,1,2,40.643065,-73.9516499
1,0,1,40.7152443,-73.8802059
0,1,0,40.7748523,-73.9806585
0,1,0,40.7642781,-73.9730158
0,1,0,40.7631141,-73.9625151
1,0,1,40.7025309,-73.814293
1,0,1,40.67972,-73.7734681
0,1,0,40.7521904,-73.9934636
0,3,4,40.8209858,-73.8916133
0,3,4,40.8467257,-73.9356202
1,0,1,40.713899,-73.7487976
2,2,2,40.6381043,-74.0032536
2,2,3,40.6420312,-74.0951457
2,1,2,40.6436608,-73.9006685
1,0,1,40.6857533,-73.8407694
0,1,0,40.7129497,-73.906921
1,0,1,40.7854447,-73.7786767
1,0,1,40.7553365,-73.8432452
2,1,2,40.6820298,-73.9348634
2,1,2,40.6504017,-73.8942149
2,2,2,40.6241195,-74.0259117
0,1,0,40.7711542,-73.9167861
0,1,0,40.7130582,-73.9087858
2,2,3,40.6075582,-74.0871048
2,1,2,40.690993,-73.9893083
1,0,1,40.7272282,-73.7104995
0,1,0,40.7730321,-73.9782834
0,3,4,40.8234685,-73.92446
2,1,0,40.7446451,-74.0063841
2,1,2,40.6480223,-73.9521905
1,0,1,40.5959881,-73.7629964
0,1,0,40.7560353,-73.9869481
0,3,4,40.84271,-73.8856615
1,0,1,40.7044031,-73.8144393
2,2,2,40.6361331,-73.9727361
0,3,0,40.7889493,-73.9405585
0,3,4,40.8953759,-73.8635575
0,3,4,40.8263977,-73.9211541
2,1,2,40.6899325,-73.9814728
0,3,4,40.9016707,-73.9061105
1,0,1,40.7689616,-73.8155843
1,0,1,40.7597028,-73.8003012
1,0,1,40.7651014,-73.7300924
0,3,4,40.8266576,-73.8738952
0,1,0,40.7259197,-73.8953397
0,1,0,40.781952,-73.9754821
0,1,0,40.7466818,-73.9744953
2,1,0,40.7131354,-74.0040581
2,2,2,40.6125498,-73.962859
0,3,4,40.8540146,-73.871866
0,1,0,40.7457274,-73.9781227
1,0,1,40.6780618,-73.8592035
2,2,2,40.5884279,-73.9698248
0,3,4,40.8695146,-73.8261813
2,1,0,40.7138459,-74.0105619
1,0,1,40.7213656,-73.8480763
0,1,0,40.7619707,-73.9253817
