Latitude,Longitude,count
40.74748418705277,-73.96518348505181,202057
40.713293129017259,-73.80713443970501,140509
40.648240563672537,-73.954220777743259,165593
40.589559637431378,-74.130342845340394,31698
40.842614469167252,-73.892912188699228,108010
